TM_TR,TM_MODEL,TM_KP,TM_NET,TM_ID,CONFERENCE,CONF_TYPE,WIN_25,LOSS_25,SEED_25,REG_SEED_25,REG_CODE_25,REGION_25,VEGAS_25,NET_25,BPI_25,BPI_Rk_25,TR_AdjEff_25,TR_ORk_25,TR_DRk_25,TR_AdjEff_25,TR_OEff_25,TR_DEff_25,WIN_24,LOSS_24,SEED_24,VEGAS_24,WIN_23,LOSS_23,SEED_23,KP_Rank,KP_AdjEM,KP_AdjO_Rk,KP_AdjO,KP_AdjD_Rk,KP_AdjD,KP_SOS_AdjEM,KP_NCSOS_AdjEM,BPI_Rank,BPI_24,PTS/GM,AVG MARGIN,FGM/GM,FGA/GM,OFF EFF,DEF EFF,NET_eFG%,eFG%,TS%,3PT%,2PT%,FT%,3PTM/GM,3PTA/GM,OFF REB/GM,DEF REB/GM,TTL REB/GM,OFF REB%,DEF REB%,TTL REB%,BLKS/GM,STL/GM,AST/GM,TO/GM,AST/TO%,WIN% ALL GM,WIN% CLOSE GM,POSS/GM,PF/GM,OPP PTS/GM,OPP AVG MARGIN,OPP FG%,OPP eFG%,OPP 3PT%,OPP 2PT%,OPP FT%,OPP TS%,OPP AST/GM,OPP TO/GM,OPP AST/TO%,NET AST/TOV RATIO,STOCKS/GM,STOCKS-TOV/GM
Idaho St,Idaho St.,Idaho St.,Idaho St.,1226,BSky,MM,17,15,,,,,,194,-4.5,193,,117,105,,1.056,1.055,15,17,0,,0,0,0,210,-3.81,165,105.9,189,109.7,236,66,,,72.2,0.1,25.1,59.6,1.056,1.055,-6.3,47.8,104.1,31.2,48.3,74.3,6.8,21.8,12,21.8,37.1,37.5,75.4,55.1,4.2,5.8,12,10.9,1.102,0.444,0.444,68.4,17.2,72.1,-0.1,47,54.1,37.3,53,69.5,113.3,14,12,1.167,-0.06,10.0,-0.9
UC Riverside,UC Riverside,UC Riverside,UC Riverside,1415,BW,MM,20,12,,,,,,142,-2.8,174,,134,72,,1.045,1.071,15,17,0,,22,12,0,145,1.6,101,110.2,176,108.5,215,67.1,,,74.5,-1.8,26.2,61.9,1.045,1.071,-2.8,49.4,106.2,33.5,48.8,76.9,8.8,26.2,9.8,22.9,36.6,29.7,73.7,51,2.3,5.3,12.7,11.1,1.143,0.594,0.846,71.3,18.3,76.4,1.8,45.3,52.2,35.3,51.7,75.1,111.6,14.1,10.8,1.301,-0.16,7.6,-3.5
Hsn Christian,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
S Car State,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Fla Gulf Cst,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Canisius,Canisius,Canisius,Canisius,1145,MAAC,MM,3,28,,,,,,357,-12.6,269,,260,3,,0.959,1.163,17,17,0,,0,0,0,359,-22.96,243,99,279,121.9,362,66.1,,,64.8,-13.8,23.5,54,0.959,1.163,-5.7,51.2,108.1,36.7,48.4,75.9,8.2,22.3,4.3,18.5,25.9,14.8,66.7,41.6,2.4,6.2,11.2,12.3,0.916,0.097,0.25,67.6,16,78.6,13.8,49.5,56.9,36.2,58.7,76.1,119.8,16.7,10.9,1.534,-0.62,8.6,-3.7
Murray St,Murray St.,Murray St.,Murray St.,1293,MVC,MM,19,13,,,,,,146,2.2,108,,161,171,,1.030,1.024,12,20, ,,17,15,0,142,1.88,154,106.4,112,104.5,126,64.8,,,70.6,0.4,23.4,54.9,1.03,1.024,-1.9,49.3,107.4,33.6,48.6,72.2,7.4,22,8.2,22,33.6,26.7,75.6,50.6,2.9,6.3,11.5,11.3,1.017,0.469,0.4,68.5,17.3,70.2,-0.4,46,51.2,32.1,52.6,74.2,110.2,9.5,11.6,0.817,0.20,9.2,-2.1
Arizona St,Arizona St.,Arizona St.,Arizona St.,1113,B12,P5,12,20,,,,,,74,7.4,72,,181,110,,1.018,1.053,14,18, ,,22,12,11,70,11.24,76,112.5,67,101.3,75,68.4,,,73.9,-2.5,25.1,57.4,1.018,1.053,0.9,51.4,110.1,35.8,49.8,72.4,8.8,24.6,7,23,34.2,22.1,72,47.8,4.4,5.4,12.9,12.3,1.043,0.406,0.5,72.6,17,76.5,2.5,43.9,50.5,32.9,51.4,75.5,108.6,14.6,11.3,1.284,-0.24,9.8,-2.5
Maryland,Maryland,Maryland,Maryland,1268,B10,P5,23,8,4,W4,W,WEST,,10,16.9,13,,27,280,,1.124,0.931,16,17, ,,21,12,8,12,26.35,27,118.1,6,91.8,6,69.8,,,81.1,13.9,28.9,61.4,1.124,0.931,6.5,53.6,114,37.3,52.2,75,8.1,21.7,8.9,24.5,36.3,28.6,73.8,51.6,4.4,7.9,14.2,10.1,1.401,0.75,0.417,72.2,15.3,67.2,-13.9,41.6,47.1,30.6,47.8,73.7,101,12.1,14.2,0.851,0.55,12.3,2.2
Campbell,Campbell,Campbell,Campbell,1144,CAA,MM,15,17,,,,,,222,-3.0,178,,181,167,,1.018,1.025,17,16,0,,16,18,0,221,-4.55,214,101.6,131,106.1,157,65.8,,,68.9,-0.4,24.3,56.2,1.018,1.025,-2.4,50,107.5,31.9,51.5,76.4,7.5,23.5,6.9,21.5,31.3,22.4,73.5,47.7,3,6.5,13.1,10.5,1.255,0.433,0.571,67.7,16,69.3,0.4,46.7,52.4,31.1,55.8,70.2,110.2,13.5,12.5,1.08,0.18,9.5,-1.0
TX El Paso,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
TX Southern,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Prairie View,Prairie View A&M,Prairie View A&M,Prairie View,1341,SWAC,MM,5,27,,,,,,356,-12.6,269,,256,15,,0.964,1.129,7,21,0,,13,19,0,357,-22.13,269,95.5,273,117.7,353,70.1,,,70.2,-12,25.1,58.6,0.964,1.129,-8,48.2,103.1,31.5,48.6,69.1,6.2,19.7,7.3,17.8,27.8,21.8,62,41.4,3.3,8,11.9,11.9,1.003,0.129,0,72.8,18.8,82.2,12,50.4,56.2,35.7,57.6,69.8,118.1,15.4,14.3,1.077,-0.07,11.3,-0.6
Alab A&M,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
N Arizona,Northern Arizona,Northern Arizona,Northern Ariz.,1319,BSky,MM,18,15,,,,,,248,-4.9,206,,122,84,,1.054,1.066,15,17,0,,0,0,0,247,-6.53,179,104.2,208,110.8,258,66.8,,,72.5,-0.8,26.6,60.6,1.054,1.066,-3.4,50.3,105.3,34.4,49.5,66.1,7.9,22.9,9.5,22.8,36.1,29.3,77.2,52.3,1.2,5.6,13.7,10.2,1.346,0.467,0.5,68.7,16.2,73.3,0.8,46.9,53.7,36.7,52.9,71.5,113.4,13.4,10.1,1.328,0.02,6.8,-3.4
E Carolina,East Carolina,East Carolina,East Carolina,1187,Amer,MM,13,19,,,,,,176,-0.1,136,,118,108,,1.055,1.054,15,18, ,,16,17,0,176,-1.09,149,106.8,166,107.9,203,66.6,,,74,0.1,25.9,60.4,1.055,1.054,-3.3,48.4,105,31.2,49.3,72.9,6.6,21.3,11,22,35.8,32.6,71,50.6,4.4,7.6,12.9,10.7,1.205,0.548,0.583,70.1,15.5,73.9,-0.1,44.9,51.7,38.4,48.5,73.4,110.1,14.6,11.9,1.222,-0.02,12.0,1.3
Davidson,Davidson,Davidson,Davidson,1172,A10,MM,18,13,,,,,,153,1.2,119,,100,102,,1.065,1.057,15,17, ,,16,16,0,148,1.56,107,109.7,171,108.2,207,65.9,,,72,0.6,25.7,56.9,1.065,1.057,0.1,52.4,111.2,34.1,53.3,75,8.2,23.9,6.7,23.1,32.8,22,74.3,49.1,2.5,5.4,14.6,9.7,1.51,0.5,0.333,67.6,14.8,71.5,-0.6,45.3,52.3,35.3,51.9,70,109.7,12.8,10.2,1.254,0.26,7.9,-1.8
Miami (OH),,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
WI-Grn Bay,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Citadel,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
NW State,Northwestern St.,Northwestern St.,Northwestern St.,1322,Slnd,MM,17,12,,,,,,230,-6.7,224,,244,145,,0.982,1.037,9,23,0,,22,11,0,228,-5.24,200,102.6,164,107.8,198,63.9,,,65.4,-3.6,23.1,54.5,0.982,1.037,-1.1,48.7,104.1,35.2,46.5,70,6.8,19.4,9.5,21.9,34.7,31.2,69.8,50.5,4.2,6.6,12.3,13.1,0.944,0.467,0.6,66.6,15.8,69,3.6,42.6,49.8,36.2,46.8,70.7,106.3,12.1,11.3,1.077,-0.13,10.8,-2.3
Delaware St,Delaware St.,Delaware St.,Delaware St.,1175,MEAC,MM,16,13,,,,,,305,-7.1,231,,177,85,,1.022,1.065,12,20,0,,0,0,0,307,-12.49,211,101.7,247,114.2,316,70.2,,,75.4,-3.2,27.5,60.8,1.022,1.065,-5,48.8,105.7,35.5,47.6,72.3,4.5,12.6,10.6,20.7,34.9,32.2,70.1,50.1,2.2,8.2,12.3,13,0.944,0.462,0.75,73.8,18.7,78.6,3.2,46.9,53.8,33.5,56.3,73.7,115.2,15.4,14.4,1.069,-0.13,10.4,-2.6
SC Upstate,USC Upstate,USC Upstate,USC Upstate,,BSth,MM,6,26,,,,,,347,,,,254,9,,0.967,1.140,18,15,0,,16,15,0,339,-17.51,252,98.4,261,115.9,339,72.7,,,72.6,-13,26.8,60.4,0.967,1.14,-6.3,49.8,105,29.4,53.1,67.7,6.6,22.3,7.5,21.6,32.7,22.6,68.2,45.9,2.3,7.4,12.9,14,0.921,0.103,0,75,19.4,85.5,13,49,56.1,35.2,58.3,72.2,118.4,14.2,12.2,1.158,-0.24,9.7,-4.3
Oregon St,Oregon St.,Oregon St.,Oregon St.,1333,WCC,MM,24,7,,,,,,85,5.1,91,,21,152,,1.132,1.033,13,19, ,,0,0,0,85,9.29,42,116.2,148,106.9,179,63.7,,,75.7,6.6,26,54.1,1.132,1.033,3.5,54.6,118,36.5,54.5,78.9,7.1,19.4,7.9,22.5,33.2,29.7,74.3,53.3,2.8,6.2,14.4,10.9,1.32,0.613,0,66.9,16.1,69.1,-6.6,43.9,51.1,34.7,50.4,72.2,108.7,13.9,10.9,1.276,0.04,9.0,-1.9
Wm & Mary,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
North Texas,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
TX-Pan Am,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
San Jose St,San Jose St.,San Jose St.,San Jose St.,1363,MWC,MM,17,14,,,,,,175,-1.5,152,,198,91,,1.012,1.063,17,15,0,,20,13,0,165,-0.11,142,107.3,160,107.4,193,66.3,,,70.2,-3.5,24.4,56.5,1.012,1.063,-1.7,50.3,107.9,35.3,48.6,74,8.1,23,7.5,22,31.7,24.1,69.9,47.6,2.9,6,12.3,11.6,1.057,0.394,0.4,69.3,16.1,73.7,3.5,46.3,52,31.9,54.2,69.4,109.1,14.4,11.3,1.276,-0.22,8.9,-2.7
Charlotte,Charlotte,Charlotte,Charlotte,1150,Amer,MM,11,21,,,,,,267,-3.5,182,,161,28,,1.030,1.101,19,12, ,,18,14,0,257,-7.76,176,104.5,227,112.3,284,64.8,,,70.2,-4.8,22.9,54.5,1.03,1.101,-5.9,48.3,107.1,31,49.6,75.2,6.9,22.3,7.1,20.4,31,22.7,72.3,47.2,2.2,5.1,11.9,10.1,1.183,0.313,0.364,68.1,17.3,75,4.8,48.5,54.2,33.3,56.4,69,113.9,12.6,9.8,1.288,-0.11,7.3,-2.8
Hampton,Hampton,Hampton,Hampton,1214,CAA,MM,17,16,,,,,,212,-3.5,182,,173,132,,1.025,1.043,9,24,0,,0,0,0,215,-4.13,185,103.7,164,107.8,200,65.5,,,69.6,-1.2,24.8,59.7,1.025,1.043,-5.1,47.5,101.9,32.4,46.9,70.8,7.1,21.9,10.8,20.6,34.7,32.3,73.5,50.9,2.9,7,10.5,10.6,0.991,0.467,0.5,67.9,18.8,70.8,1.2,46.5,52.6,34.2,53.3,71.8,113,12.8,12.5,1.029,-0.04,9.9,-0.7
Vanderbilt,Vanderbilt,Vanderbilt,Vanderbilt,1435,SEC,MM,26,5,10,E10,E,EAST,,48,10.0,53,,55,148,,1.099,1.035,9,23, ,,20,14,0,49,16.16,30,117.9,72,101.8,83,69.4,,,78.9,4.6,27.7,61.6,1.099,1.035,-1.2,51.5,110.5,32.5,53.5,74.6,8.1,24.9,9.7,21.6,34.7,29.1,72.3,50,3.9,8.9,13.9,10.2,1.363,0.606,0.778,71.8,17.9,74.3,-4.6,45.8,52.7,36.6,51.4,71.9,112.6,12.1,13.9,0.869,0.49,12.8,2.6
Southern,Southern,Southern,Southern U.,1380,SWAC,MM,16,20,,,,,,224,-3.3,181,,248,266,,0.980,0.965,15,18,0,,15,17,0,233,-5.69,246,98.9,114,104.6,130,68.5,,,70.6,1.1,24.8,59.1,0.98,0.965,-2,47.2,101.1,31.2,47.4,65.5,6.1,19.7,10.8,22.9,36.4,32.2,73.9,52.2,3.9,9.2,12.2,13,0.937,0.586,0.546,72,18.8,69.5,-1.1,42.5,49.2,33.8,48.2,69.7,106.5,13.9,14.9,0.933,0.00,13.1,0.1
Merrimack,Merrimack,Merrimack,Merrimack,1467,MAAC,MM,18,15,,,,,,182,-2.2,166,,240,266,,0.986,0.965,16,18,0,,18,16,0,188,-2.15,236,99.9,74,102,84,64.4,,,65.6,1.4,23.8,56.4,0.986,0.965,2.5,49.4,104.3,33,49.3,72.3,8,24.2,5.8,19.9,28.1,18.4,63.1,41.2,3.8,9.5,11.8,8.9,1.325,0.546,0.429,66.6,15.7,64.2,-1.4,41.3,46.9,31,47.2,71.8,101,13.8,15.1,0.914,0.41,13.3,4.4
Utah Valley,Utah Valley,Utah Valley,Utah Valley,1430,WAC,MM,14,19,,,,,,108,1.4,115,,144,263,,1.041,0.968,16,16, ,,25,8,0,114,4.51,152,106.7,77,102.2,90,67.9,,,74.2,5.2,25.9,56.9,1.041,0.968,3,50.6,108.6,32.5,51.5,69,5.8,17.8,9,25.6,37.8,28.9,76,52.7,5.3,6.4,14.8,12,1.231,0.719,0.9,71.3,16.7,68.9,-5.2,41.9,47.6,34,45.9,70.7,102.1,12.1,11.8,1.029,0.20,11.7,-0.3
American,American,American,American,1110,PL,,22,12,,,,,,226,-3.8,187,,159,130,,1.032,1.044,16,17,0,,17,15,0,237,-5.98,203,102.1,168,108,205,63.5,,,67.8,-0.8,23.7,53.8,1.032,1.044,-0.5,52,110.7,35.2,51.4,75.7,8.6,24.4,6.5,21.1,29.8,22.2,74.1,47.8,1.8,6.2,12.4,10.8,1.146,0.606,0.818,65.6,17.7,68.5,0.8,46.4,52.5,33.8,53.5,69.6,110.8,12.5,11.4,1.098,0.05,8.0,-2.8
Texas St,Texas St.,Texas St.,Texas St.,1402,SB,MM,18,14,,,,,,198,-1.8,162,,103,96,,1.062,1.060,17,18, ,,16,19,0,196,-2.99,115,109.4,231,112.4,290,65.9,,,74.7,0.2,26.5,57.9,1.062,1.06,0.8,50.7,110.1,36.4,49.3,76,5.9,16.1,9.7,23.2,36.5,32.3,70.5,52.3,4.1,6.9,13.9,12.4,1.127,0.467,0.444,70.3,18.5,74.5,-0.2,43.3,49.9,36.1,47.4,72,108.3,12.6,11,1.142,-0.01,11.0,-1.4
Bellarmine,Bellarmine,Bellarmine,Bellarmine,1468,ASun,MM,5,26,,,,,,351,-12.5,268,,165,1,,1.029,1.180,13,19,0,,15,18,0,341,-17.66,184,103.8,278,121.4,360,66.1,,,70.9,-10.4,25.6,55.6,1.029,1.18,-4.4,53.7,113.3,35.6,53.9,76.6,8.6,24,5.2,20.2,28.1,17.8,71.1,45,1.7,6.3,13.4,11.8,1.131,0.103,0,68.9,17.5,81.3,10.4,48.8,58.1,39,57.8,76.2,122.5,15.5,10.4,1.49,-0.36,8.0,-3.8
Fresno St,Fresno St.,Fresno St.,Fresno St.,1201,MWC,MM,12,15,,,,,,278,-6.5,220,,265,47,,0.951,1.086,16,15,0,,0,0,0,255,-7.67,226,100.8,176,108.5,214,70.5,,,70.7,-10,24.4,60.2,0.951,1.086,-7.9,46.1,100.1,31.3,45.6,69.2,6.7,21.3,8.8,22.4,34.4,24.9,67.1,45.7,3.2,7.6,10.8,12.9,0.835,0.188,0.222,74.3,15.4,80.7,10,46.6,54,34.2,56,72.2,112.3,17.3,13.1,1.328,-0.49,10.8,-2.1
Buffalo,Buffalo,Buffalo,Buffalo,1138,MAC,MM,9,22,,,,,,341,-12.6,269,,262,23,,0.954,1.106,4,27,0,,15,17,0,340,-17.58,266,96.2,243,113.8,311,70.7,,,70.3,-11.2,24.6,58.3,0.954,1.106,-5.4,48.8,104.3,30.5,51.3,69.9,7.8,25.6,7.7,22.9,33.7,22.9,70.5,46.5,3.5,6.3,13,14.1,0.922,0.241,0.4,73.7,17.2,81.6,11.2,47.7,54.2,37.2,53.4,72.3,114.1,15.7,11.7,1.338,-0.42,9.8,-4.3
TX A&M-Com,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
UL Monroe,Louisiana Monroe,Louisiana Monroe,Louisiana Monroe,,SB,MM,7,25,,,,,,,,,,268,30,,0.945,1.099,14,18,0,,0,0,0,350,-18.34,267,96.1,250,114.4,319,67.6,,,66.1,-10.8,23.3,59,0.945,1.099,-8.6,45,97.7,32.5,43.1,71,6.5,20,9.3,22.4,34.7,27.3,69.2,47.7,2.3,6.9,12,11.7,1.026,0.167,0.286,70,14.2,76.9,10.8,46,53.6,34,55.8,70.9,111.7,16.5,11,1.497,-0.47,9.2,-2.5
Jksnville St,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
CS Bakersfld,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Cal Baptist,Cal Baptist,Cal Baptist,California Baptist,1465,WAC,MM,15,18,,,,,,172,-0.8,140,,178,218,,1.021,1.003,16,17, ,,17,16,0,167,-0.33,167,105.8,131,106.1,156,65.7,,,71.3,1.2,25.6,59.8,1.021,1.003,-1.8,48.3,104.3,31.7,48.6,75.7,6.7,21,10.5,22.5,36,32.3,72.5,51.3,2.7,6.6,11.7,12.1,0.966,0.531,0.571,69.8,17.2,70,-1.2,44.9,50.1,33.2,50.3,68.4,106.3,10.1,12.3,0.82,0.15,9.3,-2.8
S Indiana,,,,,,,,,,,,,,104,,,,240,91,,0.986,1.063,,,,,,,,,,,,,,,,,,69.6,-5.5,24.7,58.8,0.986,1.063,-3.9,47.9,103.3,35.2,45.4,73.9,6.9,19.7,8.1,22.9,34.7,25,69.6,48.2,2.6,6.6,10.8,11.9,0.904,0.286,0.273,70.6,17.9,75.1,5.5,45.1,51.8,36.7,50,68,109.4,12.3,11.5,1.068,-0.16,9.2,-2.7
VMI,VMI,VMI,VMI,1440,SC,MM,17,16,,,,,,298,-10.0,258,,229,56,,0.991,1.082,4,28,0,,0,0,0,287,-10.54,231,100.2,208,110.8,257,68.1,,,69.1,-6.4,22.7,55,0.991,1.082,-5.7,48.5,106.8,31,50.3,76.7,8,25.8,7.3,21.9,32.2,22.9,69.7,46.6,2.6,7.5,11,12.3,0.897,0.367,0.333,69.8,16.6,75.5,6.4,46,54.2,34.5,56.3,65.1,112,17.5,12,1.462,-0.57,10.1,-2.2
Towson,Towson,Towson,Towson,1406,CAA,MM,17,15,,,,,,151,0.6,129,,134,180,,1.045,1.020,20,14, ,,21,12,0,154,0.64,149,106.8,134,106.2,158,63.6,,,69.4,1.7,25.1,60.2,1.045,1.02,-2.9,47.9,101.6,33.4,46.7,68.2,7.5,22.4,11.4,21.7,36.7,34.2,74.1,52.4,3.3,6.2,10.4,9.4,1.106,0.656,0.818,66.4,16.1,67.7,-1.7,44.2,50.8,34.1,50.7,70.6,107.6,11.2,11.2,1,0.11,9.5,0.1
SE Louisiana,Southeastern Louisiana,Southeastern Louisiana,Southeastern Louisiana,1368,Slnd,MM,14,13,,,,,,,-4.3,192,,161,180,,1.030,1.020,12,18,0,,18,14,0,194,-2.79,174,104.6,160,107.4,192,66.9,,,71.2,0.7,25.3,57.3,1.03,1.02,-2.2,49.2,106.7,32.4,49.5,74.5,5.9,18.1,9.1,23.2,35.2,29.1,72.3,50.8,2.3,6.8,11.7,11.8,0.992,0.533,0.539,69.2,17.3,70.6,-0.7,44.2,51.4,33.7,51.9,67.2,108.4,12.5,12.7,0.982,0.01,9.1,-2.7
Valparaiso,Valparaiso,Valparaiso,Valparaiso,1434,MVC,MM,15,15,,,,,,206,-2.4,168,,161,73,,1.030,1.070,12,21,0,,0,0,0,212,-3.87,167,105.8,189,109.7,235,68,,,72.5,-2.8,24.7,59.5,1.03,1.07,-6,47.7,105.2,32.3,47.3,79,7.4,22.8,8.4,21.4,33.1,25.2,73.5,47.6,3.5,5.9,11.2,9.6,1.159,0.406,0.7,70.4,16.8,75.3,2.8,47.4,53.7,35.2,54.2,70.5,113.3,13.8,11.8,1.172,-0.01,9.4,-0.2
LIU,LIU,LIU,LIU,1254,NEC,MM,15,20,,,,,,280,-7.4,233,,256,248,,0.964,0.979,7,22,0,,0,0,0,285,-10.38,271,94.9,119,105.2,139,64.8,,,65.5,-1,24.2,56.7,0.964,0.979,-0.3,47.7,102.1,30.3,48.8,73,5.7,19,9.5,22,34.6,30.7,75.4,52.1,3.4,7.7,10.7,13.3,0.801,0.484,0.5,67.9,18.9,66.5,1,41.8,48,31.2,48.8,75.3,106.7,12.9,12.7,1.013,-0.21,11.1,-2.2
CS Fullerton,Cal St. Fullerton,Cal St. Fullerton,Cal St. Fullerton,1168,BW,MM,6,26,,,,,,348,-12.6,269,,283,17,,0.886,1.118,15,17,0,,20,13,0,351,-18.38,273,93.8,225,112.2,282,68.1,,,62.3,-16.3,21,53.2,0.886,1.118,-10.1,44.2,98.8,27,46.1,73.8,4.9,18.1,7.6,21.8,32.7,23.9,71.9,47.6,1.9,4.9,8.7,14.6,0.597,0.133,0.25,70.4,17.8,78.7,16.3,46.3,54.3,34.9,55.9,75.2,115.5,15.2,11.1,1.377,-0.78,6.8,-7.8
Illinois St,Illinois St.,Illinois St.,Illinois St.,1229,MVC,MM,26,8,,,,,,121,1.7,114,,38,69,,1.110,1.073,15,17, ,,0,0,0,140,1.96,88,111.9,193,109.9,241,65.7,,,74.9,2.5,26.1,54.8,1.11,1.073,3.2,56.3,118.6,37.1,57,74.8,9.5,25.6,6.8,22.7,31.9,23.7,77,50.2,1.8,5.6,14.1,10.5,1.34,0.6,0.571,67.4,16.9,72.4,-2.5,45.6,53.1,35.5,53,75.4,113.1,12.1,10.8,1.116,0.22,7.4,-3.1
Maine,Maine,Maine,Maine,1263,AE,MM,22,11,,,,,,203,-1.5,152,,194,237,,1.013,0.986,18,14,0,,13,17,0,218,-4.41,232,100.1,112,104.5,127,65.9,,,69,1.9,25.5,55.8,1.013,0.986,1.2,51.6,109,35.7,50.6,72.8,6.6,18.4,5.5,20.8,29,18.7,69.2,44.9,3.5,8.9,14.1,10.3,1.367,0.563,0.539,68.1,15.3,67.1,-1.9,44.4,50.4,33.3,50.6,71.9,106.9,13.3,14.6,0.91,0.46,12.4,2.1
Idaho,Idaho,Idaho,Idaho,1225,BSky,MM,14,19,,,,,,269,-6.9,228,,129,18,,1.051,1.117,11,21,0,,0,0,0,276,-9.46,142,107.3,265,116.7,344,66.2,,,72.1,-4.5,24.3,55.8,1.051,1.117,-2.2,51.8,111.3,34.7,51.5,76.1,9.3,26.8,8.1,21,32.7,26.7,70,48.8,2.7,5.5,11.8,12,0.987,0.387,0.546,68.6,17.6,76.6,4.5,47.1,54,34.9,55.1,69.3,113.5,14.2,10.1,1.41,-0.42,8.2,-3.8
Air Force,Air Force,Air Force,Air Force,1102,MWC,MM,11,21,,,,,,323,-8.5,242,,274,21,,0.931,1.107,18,15,0,,14,18,0,310,-12.57,246,98.9,220,111.5,272,64.4,,,61.9,-11.7,21.3,50.5,0.931,1.107,-4.5,50.1,105,33.1,50.5,63.5,8.1,24.5,5.9,20.9,29.9,19.9,72.5,46.6,2.8,5.7,13.4,13.5,0.988,0.125,0.2,66.5,17.8,73.7,11.7,48.1,54.6,36.3,54.8,70,114.8,12.8,10.2,1.257,-0.27,8.5,-5.0
Alabama St.,Alabama St.,Alabama St.,Alabama St.,1106,SWAC,MM,14,19,16,S16,S,SOUTH,,274,-6.6,221,,,,,,,9,22,0,,0,0,0,273,-9.24,217,101.4,204,110.6,256,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
W Illinois,Western Illinois,Western Illinois,Western Ill.,1442,OVC,MM,12,19,,,,,,337,-11.7,264,,235,43,,0.989,1.089,16,17,0,,16,14,0,347,-18.21,243,99,269,117.2,349,64.2,,,66.6,-6.7,24.1,55.9,0.989,1.089,-1,50.1,105.5,37.3,46.7,69.2,7.8,20.8,7.9,21.9,32.9,25.3,70.1,48.3,3.5,5.4,9.5,12,0.791,0.321,0.667,67.3,14.5,73.3,6.7,45,51.1,35.1,50.2,73.8,108.9,12.6,9.4,1.333,-0.54,8.9,-3.1
Detroit,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
E Michigan,Eastern Michigan,Eastern Michigan,Eastern Mich.,1185,MAC,MM,16,15,,,,,,268,-6.7,224,,139,31,,1.043,1.098,13,18,0,,0,0,0,281,-9.71,178,104.3,244,114,313,67.2,,,73.3,-3.8,25.9,56.7,1.043,1.098,-1.3,52.4,111.8,35,52.4,74.3,7.6,21.7,8.1,20.8,32.2,26.7,69.6,48.8,3.3,6.9,12.2,12.9,0.95,0.484,0.727,70.3,18.1,77.1,3.8,46.4,53.7,37.7,51.9,74.4,115,13.2,12.3,1.076,-0.13,10.2,-2.7
